Numeric ID	Editor ID	Constructible Object: Base Return Curve	Constructible Object: Exclude From Workshop LOD	Constructible Object: Filter Not Required To Learn	Constructible Object: Learn Chance	Constructible Object: Learn Method	Constructible Object: Max Workshop Count	Constructible Object: Recipe Filters	Constructible Object: Repair Recipe	Constructible Object: Value	Constructible Object: Workbench Keyword	Description: Description <<TESDescription_Component>>	Form: Child Can Use	Form: Created Item	Form: Has Currents	Form: NavMesh Import Collision	Form: Num Created Items	Form: On Local Map	Form: Playable	Form: Sorting Priority	Form: Tier	Form: Used As Platform	Full Name: Full Name <<TESFullName_Component>>	Requirements: Required Items	Requirements: Required Perks	Requirements: Workbench Keyword	Required Items List
(0004F923)	co_gun_mod_Orion_Laser_ReconSight	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModLaser [id:0x002d01fd]		0	WorkbenchWeaponKeyword	Marks enemies while Aiming, and greatly increases Accuracy.	false	mod_Orion_Laser_ReconSight	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResMfg_Tier01_ZeroWire::{2, <None>}, ResInorgRareVanadium::{3, <None>}, ResInorgExoticPalladium::{2, <None>}, ResOrgRareAdhesive::{2, <None>}		WorkbenchWeaponKeyword	ResMfg_Tier01_ZeroWire::2, ResInorgRareVanadium::3, ResInorgExoticPalladium::2, ResOrgRareAdhesive::2
(0004F921)	co_gun_mod_Orion_Mag_EM	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMag [id:0x002d01f2]		0	WorkbenchWeaponKeyword	Electromagnetic rounds that can knockout living creatures as well as disable robotic units for a time.	false	mod_Orion_Mag_EM	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResMfg_Tier01_IsocenteredMagnet::{1, <None>}, ResInorgUncommonBeryllium::{3, <None>}, ResOrgRareAdhesive::{2, <None>}		WorkbenchWeaponKeyword	ResMfg_Tier01_IsocenteredMagnet::1, ResInorgUncommonBeryllium::3, ResOrgRareAdhesive::2
(003997B2)	co_gun_mod_Orion_Mag_IgnitionBeams	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMag [id:0x002d01f2]		0	WorkbenchWeaponKeyword	Lasers do more damage and now burn enemies. 	false	mod_Orion_Mag_IgnitionBeams	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResMfg_Tier02_PositronBattery::{1, <None>}, ResMfg_Tier01_ZeroWire::{2, <None>}, ResInorgExoticYtterbium::{2, <None>}, ResOrgRareAdhesive::{3, <None>}		WorkbenchWeaponKeyword	ResMfg_Tier02_PositronBattery::1, ResMfg_Tier01_ZeroWire::2, ResInorgExoticYtterbium::2, ResOrgRareAdhesive::3
(0004F91D)	co_gun_mod_Orion_Mag_Large	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMag [id:0x002d01f2]		0	WorkbenchWeaponKeyword	Increases Ammo capacity at the cost of Aim Down Sight speed and Reload speed.	false	mod_Orion_Mag_L	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgUncommonTungsten::{2, <None>}, ResInorgRareLithium::{2, <None>}, ResOrgCommonSealant::{2, <None>}		WorkbenchWeaponKeyword	ResInorgUncommonTungsten::2, ResInorgRareLithium::2, ResOrgCommonSealant::2
(0004F905)	co_gun_mod_Orion_Mag_Small	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMag [id:0x002d01f2]		0	WorkbenchWeaponKeyword	Increases Aim Down Sight speed and Reload speed at the cost of Ammo Capacity.	false	mod_Orion_Mag_Small	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgUncommonTungsten::{1, <None>}, ResInorgUncommonCobalt::{1, <None>}, ResOrgCommonSealant::{1, <None>}		WorkbenchWeaponKeyword	ResInorgUncommonTungsten::1, ResInorgUncommonCobalt::1, ResOrgCommonSealant::1
(0004F91B)	co_gun_mod_Orion_Mag_Standard	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMag [id:0x002d01f2]		0	WorkbenchWeaponKeyword	Standard issue magazine.	false	mod_Orion_Mag_Standard	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgUncommonTungsten::{1, <None>}, ResInorgUncommonCobalt::{1, <None>}		WorkbenchWeaponKeyword	ResInorgUncommonTungsten::1, ResInorgUncommonCobalt::1
(0004F903)	co_gun_mod_Orion_Mag_Tactical	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMag [id:0x002d01f2]		0	WorkbenchWeaponKeyword	Lighter mag that vastly increases Aim Down Sight speed and Reload speed.	false	mod_Orion_Mag_Tactical	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgRareLithium::{1, <None>}, ResOrgCommonSealant::{1, <None>}		WorkbenchWeaponKeyword	ResInorgRareLithium::1, ResOrgCommonSealant::1
(0004F919)	co_gun_mod_Orion_Muzzle_FocalLens	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMuzzle [id:0x002d01f0]		0	WorkbenchWeaponKeyword	Specialized lenses vastly increase accuracy.	false	mod_Orion_Muzzle_FocalLens	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonArgon_G::{1, <None>}, ResInorgUncommonTungsten::{1, <None>}, ResOrgCommonSealant::{1, <None>}		WorkbenchWeaponKeyword	ResInorgCommonArgon_G::1, ResInorgUncommonTungsten::1, ResOrgCommonSealant::1
(0004F917)	co_gun_mod_Orion_Muzzle_FocusNozzle	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMuzzle [id:0x002d01f0]		0	WorkbenchWeaponKeyword	Increases Damage, Headshot Damage, and Range.	false	mod_Orion_Muzzle_FocusNozzle	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResMfg_Tier01_ZeroWire::{1, <None>}, ResInorgRareTantalum::{3, <None>}, ResInorgRareTitanium::{2, <None>}, ResOrgExoticPolymer::{2, <None>}		WorkbenchWeaponKeyword	ResMfg_Tier01_ZeroWire::1, ResInorgRareTantalum::3, ResInorgRareTitanium::2, ResOrgExoticPolymer::2
(0004F915)	co_gun_mod_Orion_Muzzle_None	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMuzzle [id:0x002d01f0]		0	WorkbenchWeaponKeyword	Empty muzzle attachment.	false	mod_Orion_Muzzle_None	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonIron::{1, <None>}, ResInorgCommonNickel::{1, <None>}		WorkbenchWeaponKeyword	ResInorgCommonIron::1, ResInorgCommonNickel::1
(0004F901)	co_gun_mod_Orion_Muzzle_StealthLasers	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMuzzle [id:0x002d01f0]		0	WorkbenchWeaponKeyword	Reduces the visibilty and acoustic intensity of lasers.	false	mod_Orion_Muzzle_StealthLasers	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResMfg_Tier01_ZeroWire::{1, <None>}, ResInorgRareTantalum::{3, <None>}, ResInorgRareTitanium::{2, <None>}, ResInorgExoticCaesium_L::{3, <None>}		WorkbenchWeaponKeyword	ResMfg_Tier01_ZeroWire::1, ResInorgRareTantalum::3, ResInorgRareTitanium::2, ResInorgExoticCaesium_L::3
(0004F8FF)	co_gun_mod_Orion_Optics_IronSights	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModScope [id:0x002d01f6]		0	WorkbenchWeaponKeyword	Basic iron sights. 	false	mod_Orion_Optics_IronSights	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonAluminum::{1, <None>}, ResInorgCommonNickel::{1, <None>}		WorkbenchWeaponKeyword	ResInorgCommonAluminum::1, ResInorgCommonNickel::1
(0004F8F9)	co_gun_mod_Orion_Optics_MediumScope	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModScope [id:0x002d01f6]		0	WorkbenchWeaponKeyword	Medium scope for 4x magnified view.	false	mod_Orion_Optics_MediumScope	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResMfg_Tier01_ZeroWire::{1, <None>}, ResInorgUncommonChlorosilanes_L::{3, <None>}, ResInorgRareVanadium::{3, <None>}, ResOrgRareAdhesive::{2, <None>}		WorkbenchWeaponKeyword	ResMfg_Tier01_ZeroWire::1, ResInorgUncommonChlorosilanes_L::3, ResInorgRareVanadium::3, ResOrgRareAdhesive::2
(0004F8FB)	co_gun_mod_Orion_Optics_ReconScope	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModScope [id:0x002d01f6]		0	WorkbenchWeaponKeyword	Marks enemies while Aiming.	false	mod_Orion_Optics_ReconScope	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResMfg_Tier01_ZeroWire::{1, <None>}, ResInorgUncommonChlorosilanes_L::{3, <None>}, ResInorgExoticEuropium::{2, <None>}, ResOrgRareAdhesive::{2, <None>}		WorkbenchWeaponKeyword	ResMfg_Tier01_ZeroWire::1, ResInorgUncommonChlorosilanes_L::3, ResInorgExoticEuropium::2, ResOrgRareAdhesive::2
(0004F913)	co_gun_mod_Orion_Optics_ReflexSight	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModScope [id:0x002d01f6]		0	WorkbenchWeaponKeyword	Reflex sights for quicker target acquisition and visibility.	false	mod_Orion_Optics_ReflexSight	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonAluminum::{1, <None>}, ResInorgUncommonChlorosilanes_L::{1, <None>}, ResOrgRareAdhesive::{1, <None>}		WorkbenchWeaponKeyword	ResInorgCommonAluminum::1, ResInorgUncommonChlorosilanes_L::1, ResOrgRareAdhesive::1
(0004F8FD)	co_gun_mod_Orion_Optics_ShortScope_Standard	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModScope [id:0x002d01f6]		0	WorkbenchWeaponKeyword	Short scope for 2x magnified view.	false	mod_Orion_Optics_ShortScope	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgUncommonChlorosilanes_L::{2, <None>}, ResInorgRareTitanium::{2, <None>}, ResOrgRareAdhesive::{1, <None>}		WorkbenchWeaponKeyword	ResInorgUncommonChlorosilanes_L::2, ResInorgRareTitanium::2, ResOrgRareAdhesive::1
(000517EE)	co_gun_mod_Pacifier_Grip_NoStock_Standard	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModGrip [id:0x0006a35e]		0	WorkbenchWeaponKeyword	Standard grip and removed stock.	false	mod_Pacifier_Grip_StandardNoStock	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonAluminum::{1, <None>}, ResOrgCommonSealant::{1, <None>}		WorkbenchWeaponKeyword	ResInorgCommonAluminum::1, ResOrgCommonSealant::1
(000517ED)	co_gun_mod_Pacifier_Grip_TacticalStock	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModGrip [id:0x0006a35e]		0	WorkbenchWeaponKeyword	Lighter stock for quicker Aim Down Sights speed and better Stability. 	false	mod_Pacifier_Grip_TacticalStock	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgRareTitanium::{1, <None>}, ResInorgCommonAluminum::{1, <None>}, ResOrgCommonSealant::{1, <None>}		WorkbenchWeaponKeyword	ResInorgRareTitanium::1, ResInorgCommonAluminum::1, ResOrgCommonSealant::1
(0007C73A)	co_gun_mod_Pacifier_Internal_HairTrigger	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModInternal [id:0x0006a35c]		0	WorkbenchWeaponKeyword	Installs a lighter trigger pull for increased Fire Rate.	false	mod_Pacifier_Internal_HairTrigger	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResMfg_Tier01_ZeroWire::{1, <None>}, ResInorgUncommonIridium::{2, <None>}, ResInorgRarePlatinum::{3, <None>}, ResOrgRareAdhesive::{3, <None>}		WorkbenchWeaponKeyword	ResMfg_Tier01_ZeroWire::1, ResInorgUncommonIridium::2, ResInorgRarePlatinum::3, ResOrgRareAdhesive::3
(0007C738)	co_gun_mod_Pacifier_Internal_HighPowered	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModInternal [id:0x0006a35c]		0	WorkbenchWeaponKeyword	Increases Damage done.	false	mod_Pacifier_Internal_HighPowered	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResMfg_Tier01_IsocenteredMagnet::{1, <None>}, ResInorgRareTantalum::{3, <None>}, ResInorgRareTitanium::{4, <None>}, ResOrgRareAdhesive::{3, <None>}		WorkbenchWeaponKeyword	ResMfg_Tier01_IsocenteredMagnet::1, ResInorgRareTantalum::3, ResInorgRareTitanium::4, ResOrgRareAdhesive::3
(0007C737)	co_gun_mod_Pacifier_Internal_HighVelocity	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModInternal [id:0x0006a35c]		0	WorkbenchWeaponKeyword	Internal module that increases accuracy and range.	false	mod_Pacifier_Internal_HighVelocity	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResMfg_Tier01_Monopropellant::{1, <None>}, ResInorgRarePlatinum::{4, <None>}, ResInorgRareTitanium::{2, <None>}, ResOrgRareAdhesive::{3, <None>}		WorkbenchWeaponKeyword	ResMfg_Tier01_Monopropellant::1, ResInorgRarePlatinum::4, ResInorgRareTitanium::2, ResOrgRareAdhesive::3
(000517F2)	co_gun_mod_Pacifier_Internal_None	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModInternal [id:0x0006a35c]		0	WorkbenchWeaponKeyword	Empty internal module.	false	mod_Pacifier_Internal_None	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonAluminum::{1, <None>}, ResOrgCommonSealant::{1, <None>}		WorkbenchWeaponKeyword	ResInorgCommonAluminum::1, ResOrgCommonSealant::1
(0007C736)	co_gun_mod_Pacifier_Laser_LaserSight	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModLaser [id:0x002d01fd]		0	WorkbenchWeaponKeyword	Laser Sight attachment to help with target acquisition and increase Accuracy.	false	mod_Pacifier_Laser_LaserSight	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonAluminum::{1, <None>}, ResInorgExoticNeon_G::{1, <None>}, ResInorgCommonHelium3_G::{1, <None>}		WorkbenchWeaponKeyword	ResInorgCommonAluminum::1, ResInorgExoticNeon_G::1, ResInorgCommonHelium3_G::1
(00068A31)	co_gun_mod_Pacifier_Laser_None	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModLaser [id:0x002d01fd]		0	WorkbenchWeaponKeyword	Empty laser sight attachment.	false	mod_Pacifier_Laser_None	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonAluminum::{1, <None>}, ResOrgCommonSealant::{1, <None>}		WorkbenchWeaponKeyword	ResInorgCommonAluminum::1, ResOrgCommonSealant::1
(0007C735)	co_gun_mod_Pacifier_Laser_ReconSight	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModLaser [id:0x002d01fd]		0	WorkbenchWeaponKeyword	Marks enemies while Aiming, and greatly increases Accuracy.	false	mod_Pacifier_Laser_ReconSight	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResMfg_Tier01_ZeroWire::{2, <None>}, ResInorgRareVanadium::{3, <None>}, ResInorgExoticPalladium::{2, <None>}, ResOrgRareAdhesive::{2, <None>}		WorkbenchWeaponKeyword	ResMfg_Tier01_ZeroWire::2, ResInorgRareVanadium::3, ResInorgExoticPalladium::2, ResOrgRareAdhesive::2
(0007C734)	co_gun_mod_Pacifier_Mag_Flechette	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMag [id:0x002d01f2]		0	WorkbenchWeaponKeyword	Multiple razor-edged rounds that slice through unarmed targets and cause a bleeding effect. 	false	mod_Pacifier_Mag_Flechette	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgExoticAntimony::{2, <None>}, ResInorgCommonLead::{2, <None>}, ResOrgRareAdhesive::{2, <None>}		WorkbenchWeaponKeyword	ResInorgExoticAntimony::2, ResInorgCommonLead::2, ResOrgRareAdhesive::2
(0007C733)	co_gun_mod_Pacifier_Mag_Large	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMag [id:0x002d01f2]		0	WorkbenchWeaponKeyword	Increases Ammo capacity at the cost of Aim Down Sight speed and Reload speed.	false	mod_Pacifier_Mag_L	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgUncommonTungsten::{2, <None>}, ResInorgCommonLead::{2, <None>}, ResOrgCommonSealant::{2, <None>}		WorkbenchWeaponKeyword	ResInorgUncommonTungsten::2, ResInorgCommonLead::2, ResOrgCommonSealant::2
(0007C732)	co_gun_mod_Pacifier_Mag_RubberShot	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMag [id:0x002d01f2]		0	WorkbenchWeaponKeyword	EM-charged ballistic rounds, typically non-lethal.	false	mod_Pacifier_Mag_RubberShot	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResMfg_Tier01_IsocenteredMagnet::{1, <None>}, ResInorgUncommonCobalt::{3, <None>}, ResOrgExoticPolymer::{2, <None>}		WorkbenchWeaponKeyword	ResMfg_Tier01_IsocenteredMagnet::1, ResInorgUncommonCobalt::3, ResOrgExoticPolymer::2
(0007C731)	co_gun_mod_Pacifier_Mag_Slug	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMag [id:0x002d01f2]		0	WorkbenchWeaponKeyword	Single, large projectiles that can be fired much further and more accurately.	false	mod_Pacifier_Mag_Slug	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonCopper::{2, <None>}, ResInorgCommonLead::{2, <None>}, ResOrgExoticPolymer::{1, <None>}		WorkbenchWeaponKeyword	ResInorgCommonCopper::2, ResInorgCommonLead::2, ResOrgExoticPolymer::1
(00068A28)	co_gun_mod_Pacifier_Mag_Standard	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMag [id:0x002d01f2]		0	WorkbenchWeaponKeyword	Standard issue magazine.	false	mod_Pacifier_Mag_Standard	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgUncommonTungsten::{1, <None>}, ResInorgCommonLead::{1, <None>}		WorkbenchWeaponKeyword	ResInorgUncommonTungsten::1, ResInorgCommonLead::1
(0007C730)	co_gun_mod_Pacifier_Mag_Tactical	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMag [id:0x002d01f2]		0	WorkbenchWeaponKeyword	Lighter mag that vastly increases Aim Down Sight speed and Reload speed.	false	mod_Pacifier_Mag_Tactical	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonLead::{1, <None>}, ResOrgCommonSealant::{1, <None>}		WorkbenchWeaponKeyword	ResInorgCommonLead::1, ResOrgCommonSealant::1
(0007C72F)	co_gun_mod_Pacifier_Mag_XPL	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMag [id:0x002d01f2]		0	WorkbenchWeaponKeyword	Rounds that explode on contact with a surface. 	false	mod_Pacifier_Mag_XPL	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgRareTetrafluorides_G::{2, <None>}, ResInorgCommonLead::{2, <None>}, ResOrgRareAdhesive::{2, <None>}		WorkbenchWeaponKeyword	ResInorgRareTetrafluorides_G::2, ResInorgCommonLead::2, ResOrgRareAdhesive::2
(0007C72E)	co_gun_mod_Pacifier_Muzzle_Choke	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMuzzle [id:0x002d01f0]		0	WorkbenchWeaponKeyword	Muzzle device specially designed to reduce shotgun spread.	false	mod_Pacifier_Muzzle_Choke	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgRareTitanium::{2, <None>}, ResInorgUncommonTungsten::{3, <None>}, ResOrgCommonSealant::{1, <None>}		WorkbenchWeaponKeyword	ResInorgRareTitanium::2, ResInorgUncommonTungsten::3, ResOrgCommonSealant::1
(0007C72D)	co_gun_mod_Pacifier_Muzzle_Compensator	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMuzzle [id:0x002d01f0]		0	WorkbenchWeaponKeyword	Increases Stability and Hip-Fire accuracy at the cost of long-range Accuracy.	false	mod_Pacifier_Muzzle_Compensator	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonAluminum::{1, <None>}, ResInorgCommonNickel::{1, <None>}		WorkbenchWeaponKeyword	ResInorgCommonAluminum::1, ResInorgCommonNickel::1
(000513C0)	co_gun_mod_Pacifier_Muzzle_MuzzleBrake	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMuzzle [id:0x002d01f0]		0	WorkbenchWeaponKeyword	Increases long-range Accuracy and Stability at the cost of Hip-Fire accuracy. 	false	mod_Pacifier_Muzzle_MuzzleBrake	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgRareTitanium::{2, <None>}, ResInorgUncommonTungsten::{3, <None>}, ResOrgCommonSealant::{2, <None>}		WorkbenchWeaponKeyword	ResInorgRareTitanium::2, ResInorgUncommonTungsten::3, ResOrgCommonSealant::2
(00068A24)	co_gun_mod_Pacifier_Muzzle_None	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMuzzle [id:0x002d01f0]		0	WorkbenchWeaponKeyword	Empty muzzle attachment.	false	mod_Pacifier_Muzzle_None	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonIron::{1, <None>}, ResInorgCommonNickel::{1, <None>}		WorkbenchWeaponKeyword	ResInorgCommonIron::1, ResInorgCommonNickel::1
(0007C72C)	co_gun_mod_Pacifier_Muzzle_Suppressor	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModMuzzle [id:0x002d01f0]		0	WorkbenchWeaponKeyword	Vastly reduces acoustic intensity while increasing Accuracy at the cost of Range.	false	mod_Pacifier_Muzzle_Suppressor	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgUncommonTungsten::{2, <None>}, ResInorgRareTantalum::{3, <None>}, ResOrgExoticPolymer::{2, <None>}		WorkbenchWeaponKeyword	ResInorgUncommonTungsten::2, ResInorgRareTantalum::3, ResOrgExoticPolymer::2
(000517F1)	co_gun_mod_Pacifier_Optics_IronSights	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModScope [id:0x002d01f6]		0	WorkbenchWeaponKeyword	Standard issue iron sights. 	false	mod_Pacifier_Optics_IronSights	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonAluminum::{1, <None>}, ResInorgCommonNickel::{1, <None>}		WorkbenchWeaponKeyword	ResInorgCommonAluminum::1, ResInorgCommonNickel::1
(0007C72B)	co_gun_mod_Pacifier_Optics_ReflexSight	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModScope [id:0x002d01f6]		0	WorkbenchWeaponKeyword	Reflex sights for quicker target acquisition and visibility.	false	mod_Pacifier_Optics_ReflexSight	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonAluminum::{1, <None>}, ResInorgUncommonChlorosilanes_L::{1, <None>}, ResOrgRareAdhesive::{1, <None>}		WorkbenchWeaponKeyword	ResInorgCommonAluminum::1, ResInorgUncommonChlorosilanes_L::1, ResOrgRareAdhesive::1
(000432B8)	co_gun_mod_PumpShotgun_Barrel_Short	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModBarrel [id:0x002d01fc]		0	WorkbenchWeaponKeyword	Increases Aim Down Sight speed at the cost of Accuracy and Recoil Control.	false	mod_PumpShotgun_Barrel_Short	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonIron::{1, <None>}, ResInorgCommonNickel::{1, <None>}		WorkbenchWeaponKeyword	ResInorgCommonIron::1, ResInorgCommonNickel::1
(000432BD)	co_gun_mod_PumpShotgun_Barrel_Standard	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModBarrel [id:0x002d01fc]		0	WorkbenchWeaponKeyword	Standard issue barrel.	false	mod_PumpShotgun_Barrel_Standard	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonIron::{1, <None>}, ResOrgCommonSealant::{1, <None>}		WorkbenchWeaponKeyword	ResInorgCommonIron::1, ResOrgCommonSealant::1
(000193E8)	co_gun_mod_PumpShotgun_Grip_NoStock_Standard	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModGrip [id:0x0006a35e]		0	WorkbenchWeaponKeyword	Standard grip and removed stock.	false	mod_PumpShotgun_Grip_NoStockStandard	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonAluminum::{1, <None>}, ResOrgCommonSealant::{1, <None>}		WorkbenchWeaponKeyword	ResInorgCommonAluminum::1, ResOrgCommonSealant::1
(000193E7)	co_gun_mod_PumpShotgun_Grip_Stock	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModGrip [id:0x0006a35e]		0	WorkbenchWeaponKeyword	A full stock for better Recoil management.	false	mod_PumpShotgun_Grip_Stock	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonAluminum::{2, <None>}, ResOrgCommonSealant::{1, <None>}		WorkbenchWeaponKeyword	ResInorgCommonAluminum::2, ResOrgCommonSealant::1
(000432B7)	co_gun_mod_PumpShotgun_Internal_HairTrigger	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModInternal [id:0x0006a35c]		0	WorkbenchWeaponKeyword	Installs a lighter trigger pull for increased Fire Rate.	false	mod_PumpShotgun_Internal_HairTrigger	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResMfg_Tier01_ZeroWire::{1, <None>}, ResInorgUncommonIridium::{2, <None>}, ResInorgRarePlatinum::{3, <None>}, ResOrgRareAdhesive::{3, <None>}		WorkbenchWeaponKeyword	ResMfg_Tier01_ZeroWire::1, ResInorgUncommonIridium::2, ResInorgRarePlatinum::3, ResOrgRareAdhesive::3
(000432B6)	co_gun_mod_PumpShotgun_Internal_HighPowered	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModInternal [id:0x0006a35c]		0	WorkbenchWeaponKeyword	Increases Damage done.	false	mod_PumpShotgun_Internal_HighPowered	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResMfg_Tier01_IsocenteredMagnet::{1, <None>}, ResInorgRareTantalum::{3, <None>}, ResInorgRareTitanium::{4, <None>}, ResOrgRareAdhesive::{3, <None>}		WorkbenchWeaponKeyword	ResMfg_Tier01_IsocenteredMagnet::1, ResInorgRareTantalum::3, ResInorgRareTitanium::4, ResOrgRareAdhesive::3
(000432B5)	co_gun_mod_PumpShotgun_Internal_HighVelocity	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModInternal [id:0x0006a35c]		0	WorkbenchWeaponKeyword	Internal module that increases accuracy and range.	false	mod_PumpShotgun_Internal_HighVelocity	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResMfg_Tier01_Monopropellant::{1, <None>}, ResInorgRarePlatinum::{3, <None>}, ResInorgRareTitanium::{2, <None>}, ResOrgRareAdhesive::{3, <None>}		WorkbenchWeaponKeyword	ResMfg_Tier01_Monopropellant::1, ResInorgRarePlatinum::3, ResInorgRareTitanium::2, ResOrgRareAdhesive::3
(000432BC)	co_gun_mod_PumpShotgun_Internal_None	None	false	false	None	Default	None	Recipe Filters[0]::RecipeGunModInternal [id:0x0006a35c]		0	WorkbenchWeaponKeyword	Empty internal module.	false	mod_PumpShotgun_Internal_None	false	Collision Geometry	1	true	true	0.0000	Tier 0	false		ResInorgCommonAluminum::{1, <None>}, ResOrgCommonSealant::{1, <None>}		WorkbenchWeaponKeyword	ResInorgCommonAluminum::1, ResOrgCommonSealant::1
