Numeric ID	Editor ID	Form: Child Can Use	Form: Has Currents	Form: NavMesh Import Collision	Form: On Local Map	Form: Playable	Form: Used As Platform	Full Name: Full Name <<TESFullName_Component>>	Keyword: Keywords <<BGSKeywordForm_Component>>	Resource: Art Name	Resource: Child Resources	Resource: Color	Resource: Resource AV	Resource: Round End Points	Resource: Scarcity
(0024577E)	ResMfg_Tier02_PositronBattery	false	false	Collision Geometry	true	true	false	Positron Battery	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6], keywords[1]::ResourceTypeCraftingMfgRare [id:0x000424a7]	PositronBattery		R: 59 G: 66 B: 74	ResMfg_Tier02_PositronBatteryAV	false	Common
(0024577A)	ResMfg_Tier02_RegenerativeIlluminator	false	false	Collision Geometry	true	true	false	Regenerative Illuminator	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6]	RegenerativeIlluminator		R: 59 G: 66 B: 74	ResMfg_Tier02_RegenerativeIlluminatorAV	false	Common
(00245779)	ResMfg_Tier02_SemimetalWafer	false	false	Collision Geometry	true	true	false	Semimetal Wafer	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6], keywords[1]::ResourceTypeCraftingMfgRare [id:0x000424a7]	SemimetalWafer		R: 59 G: 66 B: 74	ResMfg_Tier02_SemimetalWaferAV	false	Common
(00245778)	ResMfg_Tier02_SterileNanotubes	false	false	Collision Geometry	true	true	false	Sterile Nanotubes	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6], keywords[1]::ResourceTypeCraftingMfgExotic [id:0x000424a6]	SterileNanotubes		R: 59 G: 66 B: 74	ResMfg_Tier02_SterileNanotubesAV	false	Common
(00245777)	ResMfg_Tier02_StimulatedShielding	false	false	Collision Geometry	true	true	false	Stimulated Shielding	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6]	StimulatedShielding		R: 59 G: 66 B: 74	ResMfg_Tier02_StimulatedShieldingAV	false	Common
(00245774)	ResMfg_Tier02_SupercooledMagnet	false	false	Collision Geometry	true	true	false	Supercooled Magnet	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6], keywords[1]::ResourceTypeCraftingMfgRare [id:0x000424a7]	SupercooledMagnet		R: 59 G: 66 B: 74	ResMfg_Tier02_SupercooledMagnetAV	false	Common
(0024576F)	ResMfg_Tier02_ZeroGGimbal	false	false	Collision Geometry	true	true	false	Zero-G Gimbal	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6], keywords[1]::ResourceTypeCraftingMfgRare [id:0x000424a7]	ZeroGGimbal		R: 59 G: 66 B: 74	ResMfg_Tier02_ZeroGGimbalAV	false	Common
(00202F59)	ResMfg_Tier03_AldumiteDrillingRig	false	false	Collision Geometry	true	true	false	Aldumite Drilling Rig	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6], keywords[1]::ResourceTypeCraftingMfgUnique [id:0x000424a9]	AldumiteDrillingRig		R: 59 G: 66 B: 74	ResMfg_Tier03_AldumiteDrillingRigAV	false	Common
(0024578E)	ResMfg_Tier03_ElectronPump	false	false	Collision Geometry	true	true	false	Electron Pump	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6]	ElectronPump		R: 59 G: 66 B: 74	ResMfg_Tier03_ElectronPumpAV	false	Common
(0024578C)	ResMfg_Tier03_GravityInducer	false	false	Collision Geometry	true	true	false	Gravity Inducer	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6]	GravityInducer		R: 59 G: 66 B: 74	ResMfg_Tier03_GravityInducerAV	false	Common
(0024578B)	ResMfg_Tier03_HelicalEqualizer	false	false	Collision Geometry	true	true	false	Helical Equalizer	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6]	HelicalEqualizer		R: 59 G: 66 B: 74	ResMfg_Tier03_HelicalEqualizerAV	false	Common
(00203EA2)	ResMfg_Tier03_IndiciteWafer	false	false	Collision Geometry	true	true	false	Indicite Wafer	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6], keywords[1]::ResourceTypeCraftingMfgUnique [id:0x000424a9]	IndiciteWafer		R: 59 G: 66 B: 74	ResMfg_Tier03_IndiciteWaferAV	false	Common
(00245787)	ResMfg_Tier03_MicrosecondRegulator	false	false	Collision Geometry	true	true	false	Microsecond Regulator	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6], keywords[1]::ResourceTypeCraftingMfgExotic [id:0x000424a6]	MicrosecondRegulator		R: 59 G: 66 B: 74	ResMfg_Tier03_MicrosecondRegulatorAV	false	Common
(00245784)	ResMfg_Tier03_NeutralCapacitor	false	false	Collision Geometry	true	true	false	Neutral Capacitor	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6]	NeutralCapacitor		R: 59 G: 66 B: 74	ResMfg_Tier03_NeutralCapacitorAV	false	Common
(00245781)	ResMfg_Tier03_PlasmaIgniter	false	false	Collision Geometry	true	true	false	Plasma Igniter	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6]	PlasmaIgniter		R: 59 G: 66 B: 74	ResMfg_Tier03_PlasmaIgniterAV	false	Common
(0024577D)	ResMfg_Tier03_PowerCircuit	false	false	Collision Geometry	true	true	false	Power Circuit	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6], keywords[1]::ResourceTypeCraftingMfgExotic [id:0x000424a6]	PowerCircuit		R: 59 G: 66 B: 74	ResMfg_Tier03_PowerCircuitAV	false	Common
(0024577C)	ResMfg_Tier03_Quasi-Neutralizer	false	false	Collision Geometry	true	true	false	Quasi-Neutralizer	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6]	QuasiNeutralizer		R: 59 G: 66 B: 74	ResMfg_Tier03_QuasiNeutralizerAV	false	Common
(00203EA4)	ResMfg_Tier03_RothiciteMagnet	false	false	Collision Geometry	true	true	false	Rothicite Magnet	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6], keywords[1]::ResourceTypeCraftingMfgUnique [id:0x000424a9]	RothiciteMagnet		R: 59 G: 66 B: 74	ResMfg_Tier03_RothiciteMagnetAV	false	Common
(00245776)	ResMfg_Tier03_StochasticEmitter	false	false	Collision Geometry	true	true	false	Stochastic Emitter	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6]	StochasticEmitter		R: 59 G: 66 B: 74	ResMfg_Tier03_StochasticEmitterAV	false	Common
(00203EA5)	ResMfg_Tier03_SubstrateGravLaminate	false	false	Collision Geometry	true	true	false	Substrate Grav Laminate	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6]	SubstrateGravLaminate		R: 59 G: 66 B: 74	ResMfg_Tier03_SubstrateGravLaminateAV	false	Common
(00202781)	ResMfg_Tier03_SubstrateMolecularSieve	false	false	Collision Geometry	true	true	false	Substrate Molecule Sieve	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6], keywords[1]::ResourceTypeCraftingMfgUnique [id:0x000424a9]	SubstrateMolecularSieve		R: 59 G: 66 B: 74	ResMfg_Tier03_SubstrateMolecularSieveAV	false	Common
(00203EA6)	ResMfg_Tier03_TasineSuperconductor	false	false	Collision Geometry	true	true	false	Tasine Superconductor	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6], keywords[1]::ResourceTypeCraftingMfgUnique [id:0x000424a9]	TasineSuperconductor		R: 59 G: 66 B: 74	ResMfg_Tier03_TasineSuperconductorAV	false	Common
(00245771)	ResMfg_Tier03_Thread-logiccircuit	false	false	Collision Geometry	true	true	false	Thread-logic circuit	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6]	ThreadLogicCircuit		R: 59 G: 66 B: 74	ResMfg_Tier03_ThreadlogicCircuitAV	false	Common
(00203EBC)	ResMfg_Tier03_VerylExplosive	false	false	Collision Geometry	true	true	false	Veryl Explosive	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6]	VerylExplosive		R: 59 G: 66 B: 74	ResMfg_Tier03_VerylExplosiveAV	false	Common
(00203EA8)	ResMfg_Tier03_VerylManifold	false	false	Collision Geometry	true	true	false	Veryl-Treated Manifold	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6], keywords[1]::ResourceTypeCraftingMfgUnique [id:0x000424a9]	ResMfg_AldumiteManifold		R: 59 G: 66 B: 74	ResMfg_Tier03_VerylManifoldAV	false	Common
(00203EA3)	ResMfg_Tier03_VytiniumFuelRod	false	false	Collision Geometry	true	true	false	Vytinium Fuel Rod	keywords[0]::ResourceTypeManufactured [id:0x0023ceb6], keywords[1]::ResourceTypeCraftingMfgUnique [id:0x000424a9]	VytiniumFuelRod		R: 59 G: 66 B: 74	ResMfg_Tier03_VytiniumFuelRodAV	false	Common
(001FA920)	ResMissionSupplyNeed001	false	false	Collision Geometry	true	true	false	Supply Need 1				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV001	false	Common
(001FA8B3)	ResMissionSupplyNeed002	false	false	Collision Geometry	true	true	false	Supply Need 2				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV002	false	Common
(001FA8B2)	ResMissionSupplyNeed003	false	false	Collision Geometry	true	true	false	Supply Need 3				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV003	false	Common
(001FA8B1)	ResMissionSupplyNeed004	false	false	Collision Geometry	true	true	false	Supply Need 4				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV004	false	Common
(001FA8B0)	ResMissionSupplyNeed005	false	false	Collision Geometry	true	true	false	Supply Need 5				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV005	false	Common
(001FA8AF)	ResMissionSupplyNeed006	false	false	Collision Geometry	true	true	false	Supply Need 6				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV006	false	Common
(001FA8AE)	ResMissionSupplyNeed007	false	false	Collision Geometry	true	true	false	Supply Need 7				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV007	false	Common
(001FA8AD)	ResMissionSupplyNeed008	false	false	Collision Geometry	true	true	false	Supply Need 8				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV008	false	Common
(001FA8AC)	ResMissionSupplyNeed009	false	false	Collision Geometry	true	true	false	Supply Need 9				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV009	false	Common
(001FA8AB)	ResMissionSupplyNeed010	false	false	Collision Geometry	true	true	false	Supply Need 10				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV010	false	Common
(001FA8AA)	ResMissionSupplyNeed011	false	false	Collision Geometry	true	true	false	Supply Need 11				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV011	false	Common
(001FA8A9)	ResMissionSupplyNeed012	false	false	Collision Geometry	true	true	false	Supply Need 12				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV012	false	Common
(001FA8A8)	ResMissionSupplyNeed013	false	false	Collision Geometry	true	true	false	Supply Need 13				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV013	false	Common
(001FA8A7)	ResMissionSupplyNeed014	false	false	Collision Geometry	true	true	false	Supply Need 14				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV014	false	Common
(001FA8A6)	ResMissionSupplyNeed015	false	false	Collision Geometry	true	true	false	Supply Need 15				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV015	false	Common
(001FA8A5)	ResMissionSupplyNeed016	false	false	Collision Geometry	true	true	false	Supply Need 16				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV016	false	Common
(001FA8A4)	ResMissionSupplyNeed017	false	false	Collision Geometry	true	true	false	Supply Need 17				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV017	false	Common
(001FA8A3)	ResMissionSupplyNeed018	false	false	Collision Geometry	true	true	false	Supply Need 18				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV018	false	Common
(001FA8A2)	ResMissionSupplyNeed019	false	false	Collision Geometry	true	true	false	Supply Need 19				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV019	false	Common
(001FA8A1)	ResMissionSupplyNeed020	false	false	Collision Geometry	true	true	false	Supply Need 20				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV020	false	Common
(001FA8A0)	ResMissionSupplyNeed021	false	false	Collision Geometry	true	true	false	Supply Need 21				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV021	false	Common
(001FA89F)	ResMissionSupplyNeed022	false	false	Collision Geometry	true	true	false	Supply Need 22				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV022	false	Common
(001FA89E)	ResMissionSupplyNeed023	false	false	Collision Geometry	true	true	false	Supply Need 23				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV023	false	Common
(001FA89D)	ResMissionSupplyNeed024	false	false	Collision Geometry	true	true	false	Supply Need 24				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV024	false	Common
(001FA89C)	ResMissionSupplyNeed025	false	false	Collision Geometry	true	true	false	Supply Need 25				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV025	false	Common
(001FA89B)	ResMissionSupplyNeed026	false	false	Collision Geometry	true	true	false	Supply Need 26				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV026	false	Common
(001FA89A)	ResMissionSupplyNeed027	false	false	Collision Geometry	true	true	false	Supply Need 27				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV027	false	Common
(001FA899)	ResMissionSupplyNeed028	false	false	Collision Geometry	true	true	false	Supply Need 28				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV028	false	Common
(001FA898)	ResMissionSupplyNeed029	false	false	Collision Geometry	true	true	false	Supply Need 29				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV029	false	Common
(001FA897)	ResMissionSupplyNeed030	false	false	Collision Geometry	true	true	false	Supply Need 30				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV030	false	Common
(001FA896)	ResMissionSupplyNeed031	false	false	Collision Geometry	true	true	false	Supply Need 31				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV031	false	Common
(001FA895)	ResMissionSupplyNeed032	false	false	Collision Geometry	true	true	false	Supply Need 32				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV032	false	Common
(001FA894)	ResMissionSupplyNeed033	false	false	Collision Geometry	true	true	false	Supply Need 33				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV033	false	Common
(001FA893)	ResMissionSupplyNeed034	false	false	Collision Geometry	true	true	false	Supply Need 34				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV034	false	Common
(001FA892)	ResMissionSupplyNeed035	false	false	Collision Geometry	true	true	false	Supply Need 35				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV035	false	Common
(001FA891)	ResMissionSupplyNeed036	false	false	Collision Geometry	true	true	false	Supply Need 36				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV036	false	Common
(001FA890)	ResMissionSupplyNeed037	false	false	Collision Geometry	true	true	false	Supply Need 37				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV037	false	Common
(001FA88F)	ResMissionSupplyNeed038	false	false	Collision Geometry	true	true	false	Supply Need 38				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV038	false	Common
(001FA88E)	ResMissionSupplyNeed039	false	false	Collision Geometry	true	true	false	Supply Need 39				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV039	false	Common
(001FA88D)	ResMissionSupplyNeed040	false	false	Collision Geometry	true	true	false	Supply Need 40				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV040	false	Common
(001FA88C)	ResMissionSupplyNeed041	false	false	Collision Geometry	true	true	false	Supply Need 41				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV041	false	Common
(001FA88B)	ResMissionSupplyNeed042	false	false	Collision Geometry	true	true	false	Supply Need 42				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV042	false	Common
(001FA88A)	ResMissionSupplyNeed043	false	false	Collision Geometry	true	true	false	Supply Need 43				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV043	false	Common
(001FA889)	ResMissionSupplyNeed044	false	false	Collision Geometry	true	true	false	Supply Need 44				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV044	false	Common
(001FA888)	ResMissionSupplyNeed045	false	false	Collision Geometry	true	true	false	Supply Need 45				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV045	false	Common
(001FA887)	ResMissionSupplyNeed046	false	false	Collision Geometry	true	true	false	Supply Need 46				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV046	false	Common
(001FA886)	ResMissionSupplyNeed047	false	false	Collision Geometry	true	true	false	Supply Need 47				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV047	false	Common
(001FA885)	ResMissionSupplyNeed048	false	false	Collision Geometry	true	true	false	Supply Need 48				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV048	false	Common
(001FA884)	ResMissionSupplyNeed049	false	false	Collision Geometry	true	true	false	Supply Need 49				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV049	false	Common
(001FA883)	ResMissionSupplyNeed050	false	false	Collision Geometry	true	true	false	Supply Need 50				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV050	false	Common
(001FA882)	ResMissionSupplyNeed051	false	false	Collision Geometry	true	true	false	Supply Need 51				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV051	false	Common
(001FA881)	ResMissionSupplyNeed052	false	false	Collision Geometry	true	true	false	Supply Need 52				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV052	false	Common
(001FA880)	ResMissionSupplyNeed053	false	false	Collision Geometry	true	true	false	Supply Need 53				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV053	false	Common
(001FA87F)	ResMissionSupplyNeed054	false	false	Collision Geometry	true	true	false	Supply Need 54				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV054	false	Common
(001FA87E)	ResMissionSupplyNeed055	false	false	Collision Geometry	true	true	false	Supply Need 55				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV055	false	Common
(001FA87D)	ResMissionSupplyNeed056	false	false	Collision Geometry	true	true	false	Supply Need 56				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV056	false	Common
(001FA87C)	ResMissionSupplyNeed057	false	false	Collision Geometry	true	true	false	Supply Need 57				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV057	false	Common
(001FA87B)	ResMissionSupplyNeed058	false	false	Collision Geometry	true	true	false	Supply Need 58				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV058	false	Common
(001FA87A)	ResMissionSupplyNeed059	false	false	Collision Geometry	true	true	false	Supply Need 59				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV059	false	Common
(001FA879)	ResMissionSupplyNeed060	false	false	Collision Geometry	true	true	false	Supply Need 60				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV060	false	Common
(001FA878)	ResMissionSupplyNeed061	false	false	Collision Geometry	true	true	false	Supply Need 61				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV061	false	Common
(001FA877)	ResMissionSupplyNeed062	false	false	Collision Geometry	true	true	false	Supply Need 62				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV062	false	Common
(001FA876)	ResMissionSupplyNeed063	false	false	Collision Geometry	true	true	false	Supply Need 63				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV063	false	Common
(001FA875)	ResMissionSupplyNeed064	false	false	Collision Geometry	true	true	false	Supply Need 64				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV064	false	Common
(001FA874)	ResMissionSupplyNeed065	false	false	Collision Geometry	true	true	false	Supply Need 65				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV065	false	Common
(001FA873)	ResMissionSupplyNeed066	false	false	Collision Geometry	true	true	false	Supply Need 66				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV066	false	Common
(001FA872)	ResMissionSupplyNeed067	false	false	Collision Geometry	true	true	false	Supply Need 67				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV067	false	Common
(001FA871)	ResMissionSupplyNeed068	false	false	Collision Geometry	true	true	false	Supply Need 68				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV068	false	Common
(001FA870)	ResMissionSupplyNeed069	false	false	Collision Geometry	true	true	false	Supply Need 69				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV069	false	Common
(001FA86F)	ResMissionSupplyNeed070	false	false	Collision Geometry	true	true	false	Supply Need 70				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV070	false	Common
(001FA86E)	ResMissionSupplyNeed071	false	false	Collision Geometry	true	true	false	Supply Need 71				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV071	false	Common
(001FA86D)	ResMissionSupplyNeed072	false	false	Collision Geometry	true	true	false	Supply Need 72				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV072	false	Common
(001FA86C)	ResMissionSupplyNeed073	false	false	Collision Geometry	true	true	false	Supply Need 73				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV073	false	Common
(001FA86B)	ResMissionSupplyNeed074	false	false	Collision Geometry	true	true	false	Supply Need 74				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV074	false	Common
(001FA86A)	ResMissionSupplyNeed075	false	false	Collision Geometry	true	true	false	Supply Need 75				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV075	false	Common
(001FA869)	ResMissionSupplyNeed076	false	false	Collision Geometry	true	true	false	Supply Need 76				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV076	false	Common
(001FA868)	ResMissionSupplyNeed077	false	false	Collision Geometry	true	true	false	Supply Need 77				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV077	false	Common
(001FA867)	ResMissionSupplyNeed078	false	false	Collision Geometry	true	true	false	Supply Need 78				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV078	false	Common
(001FA866)	ResMissionSupplyNeed079	false	false	Collision Geometry	true	true	false	Supply Need 79				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV079	false	Common
(001FA865)	ResMissionSupplyNeed080	false	false	Collision Geometry	true	true	false	Supply Need 80				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV080	false	Common
(001FA864)	ResMissionSupplyNeed081	false	false	Collision Geometry	true	true	false	Supply Need 81				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV081	false	Common
(001FA863)	ResMissionSupplyNeed082	false	false	Collision Geometry	true	true	false	Supply Need 82				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV082	false	Common
(001FA862)	ResMissionSupplyNeed083	false	false	Collision Geometry	true	true	false	Supply Need 83				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV083	false	Common
(001FA861)	ResMissionSupplyNeed084	false	false	Collision Geometry	true	true	false	Supply Need 84				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV084	false	Common
(001FA860)	ResMissionSupplyNeed085	false	false	Collision Geometry	true	true	false	Supply Need 85				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV085	false	Common
(001FA85F)	ResMissionSupplyNeed086	false	false	Collision Geometry	true	true	false	Supply Need 86				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV086	false	Common
(001FA85E)	ResMissionSupplyNeed087	false	false	Collision Geometry	true	true	false	Supply Need 87				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV087	false	Common
(001FA85D)	ResMissionSupplyNeed088	false	false	Collision Geometry	true	true	false	Supply Need 88				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV088	false	Common
(001FA85C)	ResMissionSupplyNeed089	false	false	Collision Geometry	true	true	false	Supply Need 89				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV089	false	Common
(001FA85B)	ResMissionSupplyNeed090	false	false	Collision Geometry	true	true	false	Supply Need 90				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV090	false	Common
(001FA85A)	ResMissionSupplyNeed091	false	false	Collision Geometry	true	true	false	Supply Need 91				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV091	false	Common
(001FA859)	ResMissionSupplyNeed092	false	false	Collision Geometry	true	true	false	Supply Need 92				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV092	false	Common
(001FA858)	ResMissionSupplyNeed093	false	false	Collision Geometry	true	true	false	Supply Need 93				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV093	false	Common
(001FA857)	ResMissionSupplyNeed094	false	false	Collision Geometry	true	true	false	Supply Need 94				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV094	false	Common
(001FA856)	ResMissionSupplyNeed095	false	false	Collision Geometry	true	true	false	Supply Need 95				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV095	false	Common
(001FA855)	ResMissionSupplyNeed096	false	false	Collision Geometry	true	true	false	Supply Need 96				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV096	false	Common
(001FA854)	ResMissionSupplyNeed097	false	false	Collision Geometry	true	true	false	Supply Need 97				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV097	false	Common
(001FA853)	ResMissionSupplyNeed098	false	false	Collision Geometry	true	true	false	Supply Need 98				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV098	false	Common
(001FA852)	ResMissionSupplyNeed099	false	false	Collision Geometry	true	true	false	Supply Need 99				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV099	false	Common
(001FA851)	ResMissionSupplyNeed100	false	false	Collision Geometry	true	true	false	Supply Need 100				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV100	false	Common
(001FA850)	ResMissionSupplyNeed101	false	false	Collision Geometry	true	true	false	Supply Need 101				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV101	false	Common
(001FA84F)	ResMissionSupplyNeed102	false	false	Collision Geometry	true	true	false	Supply Need 102				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV102	false	Common
(001FA84E)	ResMissionSupplyNeed103	false	false	Collision Geometry	true	true	false	Supply Need 103				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV103	false	Common
(001FA84D)	ResMissionSupplyNeed104	false	false	Collision Geometry	true	true	false	Supply Need 104				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV104	false	Common
(001FA84C)	ResMissionSupplyNeed105	false	false	Collision Geometry	true	true	false	Supply Need 105				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV105	false	Common
(001FA84B)	ResMissionSupplyNeed106	false	false	Collision Geometry	true	true	false	Supply Need 106				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV106	false	Common
(001FA84A)	ResMissionSupplyNeed107	false	false	Collision Geometry	true	true	false	Supply Need 107				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV107	false	Common
(001FA849)	ResMissionSupplyNeed108	false	false	Collision Geometry	true	true	false	Supply Need 108				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV108	false	Common
(0033DFD1)	ResMissionSupplyNeed109	false	false	Collision Geometry	true	true	false	Supply Need 109				R: 59 G: 66 B: 74	ResMissionSupplyNeedAV109	false	Common
(00077821)	ResOrgCommonFiber	false	false	Collision Geometry	true	true	false	Fiber	keywords[0]::ResIcon_Fiber [id:0x00279e4f], keywords[1]::ResourceTypeCraftingOrganicCommon [id:0x00042490]	Fiber		R: 161 G: 228 B: 219	ResourceOrgCommonFiber	false	Common
(0022465F)	ResOrgCommonFiberFaunaCarnivore	false	false	Collision Geometry	true	true	false	Fiber	keywords[0]::ResIcon_Fiber [id:0x00279e4f]	Fiber		R: 161 G: 228 B: 219	ResourceOrgCommonFiberFaunaCarnivore	false	Common
(00224642)	ResOrgCommonFiberFaunaHerbivore	false	false	Collision Geometry	true	true	false	Fiber	keywords[0]::ResIcon_Fiber [id:0x00279e4f]	Fiber		R: 161 G: 228 B: 219	ResourceOrgCommonFiberFaunaHerbivore	false	Common
(0029F3FD)	ResOrgCommonMetabolicAgent	false	false	Collision Geometry	true	true	false	Metabolic Agent	keywords[0]::ResIcon_MetabolicAgent [id:0x00279e4e], keywords[1]::ResourceTypeCraftingOrganicCommon [id:0x00042490]	MetabolicAgent		R: 161 G: 228 B: 219	ResourceOrgCommonMetabolicAgent	false	Common
